"","Typ","Namn","Address4","Address5","RT90x","RT90y","WGS84x","WGS84y"
"877","Ombud","ICA Polar","HAKKAS","Norrbottens län",7436233,1751351,66.9183687846689,21.5545221346795
"878","Ombud","Ica Nära Handelsboden i Råneå","RÅNEÅ","Norrbottens län",7321380,1795635,65.8555107562239,22.2885499013813
"879","Ombud","E-Fyren AB","JÄVREBYN","Norrbottens län",7238753,1767111,65.1433311130275,21.5035463680431
"880","Ombud","Olofssons Livs","LILLPITE","Norrbottens län",7262940,1748691,65.3736962228747,21.156366483516
"881","Ombud","Långträsk Livs AB","LÅNGTRÄSK","Norrbottens län",7261157,1710263,65.3847286301719,20.3301257886881
"882","Ombud","Forsens Livs","SIKFORS","Norrbottens län",7280379,1748931,65.5292304589214,21.1935203440603
"883","Ombud","Ica Norrfjärden","NORRFJÄRDEN","Norrbottens län",7269647.587,1763958.108,65.4216000909883,21.4959796165075
"884","Ombud","Gunnarsby Lanthandel","GUNNARSBYN","Norrbottens län",7344944.202,1771106.759,66.0874202845949,21.8036002107077
"885","Ombud","Niemisels Livs Nära Dig","NIEMISEL","Norrbottens län",7338193,1780214,66.0192988978115,21.9890169004042
"886","Ombud","Harads Maskin & Fritid","HARADS","Norrbottens län",7341295,1732766,66.0853694864432,20.9531560138366
"887","Ombud","Seskarö Livs Handlarn","SESKARÖ","Norrbottens län",7315954,1863169,65.7379180155351,23.738978842324
"888","Ombud","Coop Konsum Katterjåkk","RIKSGRÄNSEN","Norrbottens län",7594056.602,1597007.201,68.4208523016819,18.167718391433
"889","Ombud","Coop Nära Vittangi","VITTANGI","Norrbottens län",7520959.015,1747327.834,67.6775413103094,21.6447416311852
"890","Ombud","Coop Nära Svappavaara","SVAPPAVAARA","Norrbottens län",7515450.318,1722556.235,67.6482213697253,21.0520410688445
"891","Ombud","Matsäcken","LANNAVAARA","Norrbottens län",7563387.717,1757006.952,68.0474615823829,21.9712323789807
"892","Ombud","Karesuando Bensin","KARESUANDO","Norrbottens län",7608909,1772510,68.438624386252,22.4575485913032
"893","Ombud","Handlarn i Lugnvik","LUGNVIK","Västerbottens län",6981672.792,1606921.521,62.9297463454,17.9102628199205
