"","Typ","Namn","Address4","Address5","RT90x","RT90y","WGS84x","WGS84y"
"646","Ombud","Coop Konsum Brastad","BRASTAD","Västra Götalands län",6481197,1247394,58.3809184045811,11.4855790308025
"647","Ombud","Ica Nära Sydkoster","SYDKOSTER","Västra Götalands län",6539135,1224719,58.885634860978,11.0288826434335
"648","Ombud","Rossö Livs","STRÖMSTAD","Västra Götalands län",6535182,1232747,58.8553286598986,11.1723794528606
"649","Ombud","Östads Livs","BULLAREN","Västra Götalands län",6525740,1254703,58.7838714788159,11.5620804539143
"650","Ombud","ICA Nära Länghem","LÄNGHEM","Västra Götalands län",6389267,1346843,57.6024369300679,13.2431408586612
"651","Ombud","ICA Nära Dalstorp","Dalstorp","Västra Götalands län",6389074.144,1362948.025,57.6058806027088,13.5123997206924
"652","Ombud","Optimistens Lanthandel","GUSTAVSFORS","Västra Götalands län",6569152,1288820,59.1908239520899,12.1092235567368
"653","Ombud","Sätila Bygg","SÄTILA","Västra Götalands län",6384788,1297723,57.5429752241451,12.4266061492343
"654","Ombud","Bilisten","HORRED","Västra Götalands län",6363729,1299725,57.3550930398315,12.4771935701711
"655","Ombud","Älekulla Livs","ÄLEKULLA","Västra Götalands län",6362075,1314891,57.3466703976803,12.7300217106766
"656","Ombud","ICA Nära Cypressen","BRÅLANDA","Västra Götalands län",6498495,1298988,58.5626330906508,12.3505768897421
"657","Ombud","Gittes Garn","SOLLEBRUNN","Västra Götalands län",6448702,1307215,58.1200552471226,12.5332690240029
"658","Ombud","Hova Skoaffär","HOVA","Västra Götalands län",6527178.272,1408357.833,58.8568304131423,14.2172097901865
"659","Ombud","Freijs Livs","LYRESTAD","Västra Götalands län",6521492,1399108,58.8037370100435,14.0595819482695
"660","Ombud","Handelsboden i Kättilstorp","KÄTTILSTORP","Västra Götalands län",6437236,1376373,58.041898703994,13.7118925868963
"661","Ombud","Konsum Nära Högboda","KIL","Värmlands län",6607314,1344428,59.5570121436833,13.0533182677363
"662","Ombud","Bygga Jarnske","KOPPOM","Värmlands län",6626200,1294195,59.7045184754582,12.1482314689515
"663","Ombud","Coop Nära Skillingsfors","SKILLINGSFORS","Värmlands län",6639174,1287261,59.8172318017896,12.0121565326005
"664","Ombud","Coop Konsum Åmotfors","ÅMOTFORS","Värmlands län",6632049,1306530,59.7628416994387,12.361542857558
"665","Ombud","Finnskogens ostaffär","TORSBY","Värmlands län",6678793,1326296,60.1905212382105,12.6733592936432
"666","Ombud","Östmarks Handels AB","ÖSTMARK","Värmlands län",6688364,1331878,60.2786409394693,12.7658878926075
"667","Ombud","Sundelins Handel","RÖJDÅFORS","Värmlands län",6700489,1323027,60.3835393779047,12.5955047510677
"668","Ombud","Ica Nära Bograngen","BOGRANGEN","Värmlands län",6736080,1324756,60.7032194215365,12.5953316731409
"669","Ombud","Coop Konsum Sysslebäck","SYSSLEBÄCK","Värmlands län",6738861,1339648,60.734397270315,12.8653741208733
"670","Ombud","Ica Nära Likenäs","LIKENÄS","Värmlands län",6725242.566,1348674.76,60.6158430128458,13.041126885147
"671","Ombud","Nordvärmlands Livs","AMBJÖRBY","Värmlands län",6710692,1355662,60.4879668658727,13.1791942632463
"672","Ombud","Coop Nära Stöllet","STÖLLET","Värmlands län",6701906,1360355,60.4108427422511,13.2706242598714
"673","Ombud","Långflons Stormarknad","HÖLJES","Värmlands län",6774271,1326709,61.0462812936232,12.5968353651106
"674","Ombud","Silleruds Livsmedel","ÅRJÄNG","Värmlands län",6548268.168,1281371.265,59.0000004267309,12.0000002197897
"675","Ombud","Nya Kötthallen i Töcksfors AB","TÖCKSFORS","Värmlands län",6605319,1275565,59.5079119476313,11.8402138114536
"676","Ombud","Ica Nära Rottnahallen","GRÄSMARK","Värmlands län",6650988.886,1338251.752,59.9462001792475,12.9105200150977
"677","Ombud","Coop Nära Lysvik","LYSVIK","Värmlands län",6658115,1351005,60.0149008411578,13.1332994073539
"678","Ombud","Värmlands-Rasta","VÄSE","Värmlands län",6586171.534,1389188.841,59.3815903126992,13.8553898333111
"679","Ombud","Coop Konsum Molkom","MOLKOM","Värmlands län",6610894,1382362,59.6015105857099,13.7217273338193
"680","Ombud","Ica Nyvalls Bäckhammar","KRISTINEHAMN","Värmlands län",6561019,1407588,59.1603336581234,14.1896961565595
"681","Ombud","AB Olas Livs","LESJÖFORS","Värmlands län",6652534,1408996,59.9817702115736,14.175032867861
"682","Ombud","JLT:s Foto","EKSHÄRAD","Värmlands län",6675010,1371836,60.1734447539831,13.4958807347804
"683","Ombud","ICA Nära Glava","GLAVA","Värmlands län",6607604,1316717,59.5483971882473,12.5637466457823
"684","Ombud","Ica Nära Glava","GLAVA","Värmlands län",6607603.018,1316712.163,59.5483862705894,12.5636621081687
"685","Ombud","Lundby Livs AB","MANGSKOG","Värmlands län",6629675,1332411,59.7528176307133,12.8233180492076
"686","Ombud","Vikinghallen","VÄRMLANDS NYSÄTER","Värmlands län",6577569,1327316,59.2836762398505,12.7750517752405
"687","Ombud","Coop Nära Svanskog","SVANSKOG","Värmlands län",6566513,1314092,59.1789881126668,12.5528858150149
"688","Ombud","Soyas Ica-Hall","VRETSTORP","Örebro län",6545090,1446168,59.0240002947798,14.867887355719
"689","Ombud","Pålsboda Järn & Färg","PÅLSBODA","Örebro län",6549338,1473149,59.0646829221796,15.3371111942074
"690","Ombud","ICA Nära Åtorp","ÅTORP","Örebro län",6555840,1417540,59.1159050885732,14.3655544309861
"691","Ombud","Ica Nära Glansen","GLANSHAMMAR","Örebro län",6577505,1476978,59.3177485852693,15.4008703489004
"692","Ombud","Hemköp Fellingsbro","FELLINGSBRO","Örebro län",6590539.465,1487676.93,59.43520033208,15.5879995589108
"693","Ombud","Ica Nära Virsbo","VIRSBO","Västmanlands län",6639147.857,1513520.87,59.8714772749571,16.046509440818
"694","Ombud","Lunda Handel","HUDDUNGEBY","Uppsala län",6659542,1565614,60.0495132142721,16.9828032910626
"695","Ombud","Ica Supermarket Skultuna","SKULTUNA","Västmanlands län",6622272,1534984,59.7187545070959,16.4268285196503
"696","Ombud","ICA Köplusten","SALBOHED","Västmanlands län",6643568,1530374,59.9102576626747,16.3480034351559
"697","Ombud","Kolsva Handel","KOLSVA","Västmanlands län",6608964,1502032,59.6007619083917,15.841128770156
"698","Ombud","Lungers Handel","LUNGER","Västmanlands län",6577295,1492691,59.3164297455518,15.6768088679931
"699","Ombud","Gulf/ Tempo","NÅS","Dalarnas län",6704505,1427657,60.4518111155634,14.4906309811586
"700","Ombud","Lima Handel","LIMA","Dalarnas län",6783012,1338927,61.1298004294476,12.8152701543311
"701","Ombud","ICA Rörbäcksnäs","LIMA","Dalarnas län",6783012,1338927,61.1298004294476,12.8152701543311
"702","Ombud","Handlarn Sörsjön","SÖRSJÖN","Dalarnas län",6813674,1354703,61.4108035760964,13.0839958239555
"703","Ombud","Ica Nära Dala-Floda","DALA-FLODA","Dalarnas län",6710660.72,1444869.774,60.5097691168198,14.8016185468585
"704","Ombud","Tempo Björbo","BJÖRBO","Dalarnas län",6704783,1440877,60.4564594305294,14.7307031091229
"705","Ombud","Coop Nära Boda Kyrkby","BODA","Dalarnas län",6766203,1467943,61.0107116868711,15.2124247958179
"706","Ombud","Oreboden","FURUDAL","Dalarnas län",6786841,1465740,61.1957228754449,15.1679771224356
"707","Ombud","Skattunge Handel","ORSA","Dalarnas län",6785970,1449140,61.1861017737404,14.8595535868293
"708","Ombud","Särnaffär´n","SÄRNA","Dalarnas län",6844829.823,1359011.137,61.6916697788827,13.140719559087
"709","Ombud","Fjällbua","IDRE","Dalarnas län",6888374,1317644,62.0642606603175,12.3163227826193
"710","Ombud","Ica Nära Bärkehallen","SÖDERBÄRKE","Dalarnas län",6661226,1486208,60.0696280832542,15.5574416230552
"711","Ombud","Handlar´n Venjan","VENJAN","Dalarnas län",6761189,1397218,60.9536535712605,13.9080986632375
"712","Ombud","Svärdsjö Färg","SVÄRDSJÖ","Dalarnas län",6735676,1505292,60.7380217661286,15.9021125732321
"713","Ombud","Hellboms Handel","ÅSHAMMAR","Dalarnas län",6732658,1524231,60.7102399148967,16.2489005116538
"714","Ombud","Gulf Enviken","ENVIKEN","Dalarnas län",6743508,1497417,60.808336006319,15.7576506775182
"715","Ombud","Bingsjö Lanthandel AB","ENVIKEN","Dalarnas län",6767517,1491464,61.0237168817628,15.647218041749
"716","Ombud","Coop Konsum Bjursås","BJURSÅS","Dalarnas län",6735905.494,1480255.098,60.7396240946334,15.4431454056451
"717","Ombud","Kiosken","STJÄRNSUND","Dalarnas län",6701766,1522209,60.4331131744257,16.2084099557764
"718","Ombud","Handlarn Smedby","DALA-HUSBY","Dalarnas län",6696094,1512876,60.3826106170241,16.0385711616375
"719","Ombud","ICA Mathyttan","LÅNGSHYTTAN","Dalarnas län",6703814,1512487,60.4519095833169,16.0319978464669
"720","Ombud","ICA Supermarket Horndal","HORNDAL","Dalarnas län",6686359,1533139,60.2940944290792,16.4043390131979
"721","Ombud","Coop Konsum Grängesberg","GRÄNGESBERG","Dalarnas län",6662151,1455582,60.0757516918957,15.0072749320835
"722","Ombud","Ica Nära Grangärde","GRANGÄRDE","Dalarnas län",6683139,1454327,60.263969562676,14.9800186804073
"723","Ombud","Coop Nära Sunnansjö","SUNNANSJÖ","Dalarnas län",6677863,1453030,60.2164733006709,14.9578159779241
"724","Ombud","Preem Fredriksberg","FREDRIKSBERG","Dalarnas län",6669987.406,1420508.057,60.1407611721837,14.3743916882295
"725","Ombud","Tempo Åmot","ÅMOTSBRUK","Gävleborgs län",6760818,1534840,60.9621633831047,16.4482394948594
"726","Ombud","Alfta Bok o Pappershandel","ALFTA","Gävleborgs län",6803402,1513987,61.3455943114477,16.0664299652874
"727","Ombud","Ilsbo Bensin och Service AB","ILSBO","Gävleborgs län",6861507,1565548,61.8616200353852,17.0504230576336
"728","Ombud","ICA Starks Supermarket","HARMÅNGER","Gävleborgs län",6869075,1574177,61.9279276291521,17.2174351449931
"729","Ombud","Kajutan","STOCKA","Gävleborgs län",6865932,1580464,61.8984575917162,17.3356857783529
"730","Ombud","ICA Stjärnan","GNARP","Gävleborgs län",6883100,1575026,62.0535675577297,17.239491201658
"731","Ombud","Coop Nära Hassela","HASSELA","Gävleborgs län",6888891,1547253,62.1100093384525,16.7101384851685
"732","Ombud","Lotta-Boden","LOS","Jämtlands län",6847297.677,1466585.012,61.7382799193287,15.172769221879
"733","Ombud","Edlunds Foto & Data","FÄRILA","Gävleborgs län",6854136,1504143,61.801082995411,15.8836203582252
"734","Ombud","Tempo Ramsjö","RAMSJÖ","Gävleborgs län",6896717,1491896,62.1830931704448,15.6494540533005
"735","Ombud","Järnhuset Järvsö AB","JÄRVSÖ","Gävleborgs län",6845018,1519335,61.7188023745466,16.1707029457943
"736","Ombud","Konsum Norrsundet","NORRSUNDET","Gävleborgs län",6757791,1572372,60.9299261916435,17.1397753805378
"737","Ombud","Ica Nära Bergby","Bergby","Gävleborgs län",6757638.64,1567019.113,60.9295001378521,17.0410331172876
"738","Ombud","GNK Lagerköp","HEDESUNDA","Gävleborgs län",6697834,1566335,60.3930054152927,17.0082536025409
"739","Ombud","Coop Konsum Storvik","STORVIK","Gävleborgs län",6718685,1539827,60.583598693774,16.5316975341726
"740","Ombud","Ica Nära Järbo","JÄRBO","Gävleborgs län",6733388.225,1543251.784,60.7151901564474,16.5973992267089
"741","Ombud","Ica Nära Österfärnebo","ÖSTERFÄRNEBO","Gävleborgs län",6688341,1554893,60.3095285165203,16.7981770787868
"742","Ombud","Coop Konsum Bergvik-Hälsingland","BERGVIK","Gävleborgs län",6795397,1555624,61.2700559675383,16.841952105876
"743","Ombud","Ica Nära Trönö","TRÖNÖDAL","Gävleborgs län",6809164.488,1555642.228,61.3935800600389,16.8463790674653
"744","Ombud","Coop Konsum Kilafors","KILAFORS","Gävleborgs län",6790791,1540776,61.2305554411716,16.5642141136179
"745","Ombud","Icas Spelboa","ARBRÅ","Gävleborgs län",6817424.512,1530521.017,61.4704800222172,16.3776491101941
"746","Ombud","Coop Nära Enånger","ENÅNGER","Gävleborgs län",6826502,1563843,61.5478674103693,17.0057797740949
"747","Ombud","ICA Supermarket Delsbohallen","DELSBO","Gävleborgs län",6854213,1539462,61.7997646883365,16.5532834102076
"748","Ombud","ICA Nära Friggesund","BJURÅKER","Gävleborgs län",6864382,1538772,61.8910755668298,16.5423858561128
"749","Ombud","Handlarn Svågadalen","BJURÅKER","Gävleborgs län",6873222,1527886,61.971345004223,16.3367533954424
"750","Ombud","Tempo","NÄSVIKEN","Gävleborgs län",6849700,1556052,61.7572050116274,16.8663884866766
"751","Ombud","Nära Dig","ÖVERTURINGEN","Västernorrlands län",6926885,1454352,62.451054682534,14.9207484029962
"752","Ombud","Östins Järnhandel","FRÄNSTA","Västernorrlands län",6931816.781,1518831.915,62.4976398889602,16.1704088913684
"753","Ombud","Ljustorp Handel","LJUSTORP","Västernorrlands län",6946177.749,1578812.459,62.6185639382356,17.3404507958076
"754","Ombud","Ica Nära Söråker","SÖRÅKER","Västernorrlands län",6933893,1587758,62.5063750910393,17.5083315839982
"755","Ombud","Mat & Nostalgi","VIKSJÖ","Västernorrlands län",6963845,1582404,62.77622910319,17.4189957277223
"756","Ombud","ICA Supermarket Stöde","STÖDE","Västernorrlands län",6923094,1540210,62.4176863722889,16.5831137631321
"757","Ombud","Ica Supermarket Matfors","MATFORS","Västernorrlands län",6915600.289,1562942.165,62.3473199484617,17.0201688700652
"758","Ombud","Lucksta Livs AB Matnära","MATFORS","Västernorrlands län",6910342,1564581,62.2998714772081,17.0498475936239
"759","Ombud","Tempo Indal","INDAL","Västernorrlands län",6940857,1566621,62.5732367940586,17.1009374212676
"760","Ombud","Tempo Liden","LIDEN","Västernorrlands län",6954570.722,1551003.219,62.698739915295,16.8013188135989
"761","Ombud","Ica Nära Strömmen","NORASTRÖM","Västernorrlands län",6975514,1615977,62.8717665293953,18.0841098639666
"762","Ombud","ICA Nära Nordingrå","NORDINGRÅ","Västernorrlands län",6982410,1626318,62.9301498652224,18.2923361992619
"763","Ombud","Servicepunkten i Mjällom","MJÄLLOM","Västernorrlands län",6988888,1633167,62.9857700094422,18.4322388355291
"764","Ombud","Docksta Järn","DOCKSTA","Västernorrlands län",6996312.54,1627480.236,63.0543539470093,18.3259157002341
"765","Ombud","Br. Petterssons Järn","ULLÅNGER","Västernorrlands län",6991246,1620631,63.0112817917171,18.1869085353108
"766","Ombud","Nylands Järnhandel","NYLAND","Västernorrlands län",6990070,1599216,63.0072182063611,17.7636835127462
"767","Ombud","Ica Nära Långsele","LÅNGSELE","Västernorrlands län",7008174.079,1563488.206,63.1775999069856,17.0656286875538
"768","Ombud","Handlarn i Resele","NÄSÅKER","Västernorrlands län",7025135,1563659,63.3296945290973,17.0756811082851
"769","Ombud","Coop Nära Näsåker","NÄSÅKER","Västernorrlands län",7037320,1555073,63.4404098399518,16.908521826918
"770","Ombud","PA Bygg","JUNSELE","Västernorrlands län",7065741,1553179,63.6956153972012,16.8801355751771
"771","Ombud","Edselehallen","EDSELE","Västernorrlands län",7032863,1536944,63.402766330319,16.5442779553348
"772","Ombud","Åkerström & Company","BREDBYN","Västernorrlands län",7040409,1614572,63.4539529464982,18.1021024794565
"773","Ombud","Lanthandeln i Solberg","SOLBERG","Västernorrlands län",7076966,1590514,63.7886571042882,17.6411073848452
"774","Ombud","Konsum Skorped","SKORPED","Västernorrlands län",7032305,1602487,63.384978125597,17.8548083782141
"775","Ombud","Sidensjö Handelsbod","SIDENSJÖ","Västernorrlands län",7022887,1624707,63.2935066296164,18.2914678408258
"776","Ombud","Ulvö Handelsbod","ULVÖHAMN","Västernorrlands län",6994732.735,1643733.58,63.0341199483515,18.6454986766195
"777","Ombud","Busskiosken Nätra AB","BJÄSTA","Västernorrlands län",7013069,1635626,63.2015635758923,18.5006829065591
"778","Ombud","Husums Service Station","HUSUM","Västernorrlands län",7029756,1667477,63.3376201055,19.1498551528666
"779","Ombud","Gideå Livs","GIDEÅ","Västernorrlands län",7055945,1660295,63.5754802050312,19.033022548382
"780","Ombud","Flärke Lanthandel","GIDEÅ","Västernorrlands län",7055945,1660295,63.5754802050312,19.033022548382
"781","Ombud","Hemlings Lanthandel","LÅNGVIKSMON","Västernorrlands län",7063710,1635545,63.6553897558001,18.5420327646718
"782","Ombud","Konsum Närköp","TREHÖRNINGSJÖ","Västernorrlands län",7068709,1651363,63.6937481822675,18.8657536551445
"783","Ombud","ICA Forsen","BISPGÅRDEN","Jämtlands län",6991181.531,1541196.144,63.0283998908169,16.6187987256762
"784","Ombud","Affär´n i Borgvattnet","STUGUN","Jämtlands län",7034923,1501016,63.4231508329897,15.8253412074476
"785","Ombud","ICA Nära Stugun","STUGUN","Jämtlands län",7006472,1489946,63.1677685746952,15.605452213897
"786","Ombud","Bodsjö Diverse","BRÄCKE","Jämtlands län",6958054,1466407,62.7319766329367,15.148098100717
"787","Ombud","Kälarne Livs","KÄLARNE","Jämtlands län",6985517,1514352,62.9796309575515,16.0880464042008
"788","Ombud","Monikas Livs","SÖRBYGDEN","Jämtlands län",6963162.559,1510633.528,62.7791998609974,16.0132988176889
"789","Ombud","Ica Nära Gällö","GÄLLÖ","Jämtlands län",6978353,1470917,62.9144730515605,15.232752971999
"790","Ombud","Laxsjö Bua","FÖLLINGE","Jämtlands län",7078682.872,1450412.354,63.8121997495903,14.7982984095038
"791","Ombud","K-G Olssons Verkstad o Bensin HB","FÖLLINGE","Jämtlands län",7063110,1441401,63.6711382522547,14.6212657209029
"792","Ombud","Handlarn Rötviken","FÖLLINGE","Jämtlands län",7097331.135,1419644.071,63.973709686722,14.1641782980922
"793","Ombud","Trångsvikens Bygdegårdsförening","TRÅNGSVIKEN","Jämtlands län",7026138,1410468,63.3331269717047,14.0175759261753
"794","Ombud","Valsjöbua AB","VALSJÖBYN","Jämtlands län",7107769,1418768,64.0670981640223,14.1407304608246
"795","Ombud","MBB Livs","OFFERDAL","Jämtlands län",7039956,1413179,63.4577012820524,14.0641702718145
"796","Ombud","Kluksbua","ALSEN","Jämtlands län",6989041.608,1408543.131,62.9999996843242,13.9999988551063
"797","Ombud","Lidsjöbergs Lanthandel","LIDSJÖBERG","Jämtlands län",7133656.476,1472519.928,64.3077398360569,15.2370981914012
"798","Ombud","Ica H-Center","HAMMERDAL","Jämtlands län",7052737,1477461,63.5822402585672,15.3511310232265
"799","Ombud","Ica Nära Gränsbua","GÄDDEDE","Jämtlands län",7155923.854,1420106.876,64.4991807301969,14.1423389431244
"800","Ombud","Ica Blåsjöfjäll","STORA BLÅSJÖN","Jämtlands län",7193566,1418320,64.8362387644333,14.083894124114
"801","Ombud","Ica Nära Backe","BACKE","Jämtlands län",7078357,1529548,63.8115528725269,16.4048067750818
"802","Ombud","Ica Nära Rossön","ROSSÖN","Jämtlands län",7091328,1525617,63.9282135346393,16.3271602278967
"803","Ombud","Norråkers Handel","NORRÅKER","Jämtlands län",7147778,1489840,64.4353615106251,15.5940251328073
"804","Ombud","Ica Nära Hoting","HOTING","Jämtlands län",7112162.216,1519391.225,64.1154998994005,16.2028983906564
"805","Ombud","Coop Extra Storlien","STORLIEN","Jämtlands län",7027585,1314829,63.3094081517543,12.1101012511616
"806","Ombud","ICA Toppen","DUVED","Jämtlands län",7034790,1355820,63.3928096499092,12.9201491176352
"807","Ombud","Ica Nära Mörsil","MÖRSIL","Jämtlands län",7024133,1392288,63.3101419787632,13.6562513268532
"808","Ombud","Ica Nära Karl Ors Bua","HALLEN","Jämtlands län",7008376,1414007,63.174717781959,14.0976314230224
"809","Ombud","ICA Nära Kall","JÄRPEN","Jämtlands län",7043202,1371163,63.4740656934336,13.2199535155219
"810","Ombud","ICA Ottsjö Bua","UNDERSÅKER","Jämtlands län",7014731,1361766,63.2154159324985,13.056152284441
"811","Ombud","Ica Nära Undersåker","UNDERSÅKER","Jämtlands län",7025371.052,1371541.014,63.3143995737892,13.2418387339969
"812","Ombud","Ovikens Bygg Shop","OVIKEN","Jämtlands län",6988412.586,1425814.19,62.9982997191688,14.3409988365922
"813","Ombud","Handlar'n Storsjö","STORSJÖ","Jämtlands län",6968564,1359698,62.8009065229972,13.0543531964743
"814","Ombud","Ljungdalsfjällens turistbyrå","LJUNGDALEN","Jämtlands län",6974935,1346420,62.8526600778958,12.7885968613122
"815","Ombud","Ica Klövsjö","KLÖVSJÖ","Jämtlands län",6936043,1417051,62.5267345648848,14.1939927198277
"816","Ombud","Handsjö Handel","RÄTAN","Jämtlands län",6928421.843,1434386.033,62.4618497792886,14.5334790609592
"817","Ombud","Ica Nära Lofsdalen","LOFSDALEN","Jämtlands län",6891424,1367806,62.1124897593997,13.2723905067336
"818","Ombud","Ekbergs Fiske","VEMDALEN","Jämtlands län",6927317,1399907,62.4442512815716,13.8663166984035
"819","Ombud","Vemhåträffen","VEMHÅN","Jämtlands län",6912066,1408616,62.3097209753001,14.0429560782284
"820","Ombud","Hede Färg & Måleri","HEDE","Jämtlands län",6925007.457,1381548.09,62.4181496954332,13.5126191977372
"821","Ombud","Linsells Livs","SVEG","Jämtlands län",6895247,1400237,62.1567527880189,13.8910829647719
"822","Ombud","Ytterhogdals trafikbutik AB","YTTERHOGDAL","Jämtlands län",6895626,1455549,62.1707590111424,14.9519285526753
"823","Ombud","ICA Fåker","FÅKER","Jämtlands län",6987276,1438851,62.9905359902067,14.5986186134757
"824","Ombud","Colorama Sedinhuset","BRUNFLO","Jämtlands län",6996826,1450696,63.0780048413319,14.8293979803623
"825","Ombud","Svegårdhs Livs","HÄGGENÅS","Jämtlands län",7031652,1454978,63.3909612761466,14.9044315662267
"826","Ombud","Gräsmyr Bensin & Livs","GRÄSMYR","Västerbottens län",7079099,1688193,63.7690242089147,19.6212516510464
"827","Ombud","Handlar'n Nyåker","NYÅKER","Västerbottens län",7077974,1672866,63.7668243508395,19.3099229806498
"828","Ombud","Örträsk Livs HB","ÖRTRÄSK","Västerbottens län",7118227,1654737,64.1358123582171,18.9836902411113
"829","Ombud","GoMaten","GRANÖ","Västerbottens län",7131908,1669825,64.2512264271623,19.3084246533857
"830","Ombud","Handlarn Åmsele","ÅMSELE","Norrbottens län",7163445,1669926,64.5335257278092,19.3467198409685
"831","Ombud","DäckTeam Ånäset","ÅNÄSET","Västerbottens län",7140891,1753561,64.280016012657,21.0438563097431
"832","Ombud","Affärn i Bastuträsk AB","BASTUTRÄSK","Västerbottens län",7194114,1701376,64.7906930260486,20.0429095219915
"833","Ombud","Slussforsboa","SLUSSFORS","Västerbottens län",7258807.733,1520600.171,65.4307201812742,16.2487278516069
"834","Ombud","Konsum Tärnaby","TÄRNABY","Västerbottens län",7290142,1474856,65.7114000392755,15.2572858345125
"835","Ombud","Affären Ammarnäs","AMMARNÄS","Västerbottens län",7317616.92,1518539.89,65.958250372907,16.2125275980304
"836","Ombud","ICA Nära Blattnicksele","BLATTNICKSELE","Västerbottens län",7250033,1582948,65.3421745917381,17.5861792304483
"837","Ombud","Jonssons Livs","GARGNÄS","Västerbottens län",7247363,1600570,65.3133099937799,17.9623473909463
"838","Ombud","Catarinas Livs","SVANAVATTNET","Västerbottens län",7110878,1540897,64.102111683967,16.6438378900771
"839","Ombud","Ormsjödalens ICA","DOROTEA","Västerbottens län",7145942,1509819,64.4189067474169,16.0086710789781
"840","Ombud","Borgafjällens Lanthandel","BORGAFJÄLL","Västerbottens län",7192501,1465899,64.8349198813643,15.086497281521
"841","Ombud","Dikanäs Fjällhandel","DIKANÄS","Västerbottens län",7236919,1508758,65.2349373438791,15.9922006910854
"842","Ombud","Klimpfjällshandlarn","KLIMPFJÄLL","Västerbottens län",7218153,1453166,65.0634232948563,14.8097692504529
"843","Ombud","Sista Utposten","KITTELFJÄLL","Västerbottens län",7238885,1487801,65.2524562051674,15.5438539278725
"844","Ombud","Saxnäs Lanthandel","MARSFJÄLL","Västerbottens län",7207410,1478989,64.9697180079972,15.360045443993
"845","Ombud","Handlarn Fredrika","FREDRIKA","Västerbottens län",7110232.488,1626846.156,64.0755299789718,18.4048286369492
"846","Ombud","Matboa","TAVELSJÖ","Västerbottens län",7110425,1707810,64.0382203657194,20.060101713442
"847","Ombud","ICA-fyren Obbola","OBBOLA","Västerbottens län",7073737.323,1722914.936,63.7007799268534,20.3152787275791
"848","Ombud","Konsum Hörnefors","HÖRNEFORS","Västerbottens län",7064099,1703332,63.6263793601773,19.9078399959349
"849","Ombud","Time Sävar","SÄVAR","Västerbottens län",7096322.009,1732654.201,63.896399921435,20.5453987832865
"850","Ombud","ICA Nära Bullmark","BULLMARK","Västerbottens län",7111343,1728429,64.0334848786384,20.4820576174115
"851","Ombud","Affär´n","HOLMÖN","Västerbottens län",7086268,1749311,63.7950829703231,20.8670363762492
"852","Ombud","Bureå Bensin och Livs","BUREÅ","Västerbottens län",7179042,1757852,64.6175357880758,21.1988228729751
"853","Ombud","Ica X-tra","BOLIDEN","Västerbottens län",7203740,1717111,64.8669575741868,20.3874555624498
"854","Ombud","Affärn","KÅGE","Västerbottens län",7215727,1727383,64.9672753349321,20.6225858891603
"855","Ombud","Ica Supermarket","BYSKE","Västerbottens län",7216375.224,1754862.846,64.9531899990068,21.2030192725335
"856","Ombud","Coop Nära Jörn","JÖRN","Västerbottens län",7224034.478,1699094.37,65.0596931136935,20.0371030325111
"857","Ombud","Lövångers Blommor AB","LÖVÅNGER","Västerbottens län",7151912,1765766,64.3692008945727,21.3143378379721
"858","Ombud","OKQ8 Burträsk","BURTRÄSK","Västerbottens län",7166253.613,1732947.833,64.5212999688308,20.6598289958214
"859","Ombud","Ica Bygdsiljum","BYGDSILJUM","Västerbottens län",7146487,1726902,64.3486849109216,20.5039353967858
"860","Ombud","Finnbergs diversehandel","GLOMMERSTRÄSK","Norrbottens län",7245212.612,1678790.515,65.2607821824573,19.6339879900764
"861","Ombud","Jäckviks Service HB","JÄCKVIK","Norrbottens län",7366190,1551858,66.3900758589165,16.9647628414182
"862","Ombud","Slagnäs Lanthandel","SLAGNÄS","Norrbottens län",7278061,1608940,65.5857247350838,18.1663877918787
"863","Ombud","K o M in Bageri och Lanthandel","KÅBDALIS","Norrbottens län",7344820.33,1688802.179,66.1462005018995,19.9894994036112
"864","Ombud","Macken i Vuollerim","VUOLLERIM","Norrbottens län",7378108,1713664,66.4278348350235,20.5946912251901
"865","Ombud","Konsum Sangis","SANGIS","Norrbottens län",7327787,1850342,65.8573122126572,23.4933433005592
"866","Ombud","Handlar´n Vitvattnet","KALIX","Norrbottens län",7348618,1834161,66.0598958100015,23.1955003070188
"867","Ombud","ICA Nyckeln","TÖRE","Norrbottens län",7329405,1811217,65.9121989568222,22.646497020774
"868","Ombud","Coop Konsum Morjärv","MORJÄRV","Norrbottens län",7347142,1811830,66.0695217182657,22.7025545559935
"869","Ombud","Rautilas Livs","JUOKSENGI","Norrbottens län",7408549,1856316,66.5680437779207,23.8493740680987
"870","Ombud","IKs Mack","TÄRENDÖ","Norrbottens län",7469298.97,1795269.802,67.1733707463458,22.6338118098962
"871","Ombud","Handlar'n Muodoslompolo","MUODOSLOMPOLO","Norrbottens län",7558565.649,1819158.981,67.9425011714094,23.4334736054306
"872","Ombud","Åkes Livs","PAJALA","Norrbottens län",7542922,1807705,67.8158008240637,23.1185144167539
"873","Ombud","Alskog i Junosuando","JUNOSUANDO","Norrbottens län",7497050,1786250,67.4292509978998,22.4958306358607
"874","Ombud","Kangos Lanthandel","KANGOS","Norrbottens län",7503627.462,1792462.056,67.481750963415,22.6566822508839
"875","Ombud","Ullattimacken","ULLATTI","Norrbottens län",7448082.448,1761647.111,67.0153607893535,21.8145710663947
"876","Ombud","Ica Dyrlinds","GÄLLIVARE","Norrbottens län",7489998,1727336,67.4173357170502,21.1129042653073
